id,leetcode_hours,leetcode_problems,team_size,experience,branch,gaming_hours,instagram_hours,social_skill_points,connections_among_seniors,connections_with_faculty,connections_among_juniors,have_freshman,all_freshman,gender_ratio,event_type,winner
26027,0.0,94.0,1.0,beginner,CSE,8.0,0.0,37.0,11.0,10.0,11.0,1.0,0.0,0.0,sporting,1
26028,2.0,62.0,5.0,intermediate,PIE,7.0,0.0,22.0,2.0,0.0,10.0,1.0,0.0,0.4,hackathon,0
26029,0.0,73.0,3.0,beginner,ME,8.0,5.0,41.0,11.0,9.0,19.0,0.0,0.0,0.33,contest,0
26030,2.0,73.0,1.0,beginner,ECE,0.0,5.0,58.0,20.0,9.0,28.0,0.0,0.0,0.0,gaming,1
26031,1.0,25.0,3.0,beginner,CSE,6.0,8.0,39.0,2.0,,13.0,1.0,0.0,0.0,singing,0
26032,1.0,31.0,2.0,beginner,PIE,8.0,7.0,87.0,2.0,5.0,4.0,1.0,1.0,0.5,hackathon,0
26033,4.0,40.0,5.0,expert,EE,6.0,,74.0,1.0,8.0,6.0,1.0,1.0,0.0,singing,0
26034,5.0,62.0,5.0,expert,EE,0.0,,81.0,9.0,1.0,5.0,1.0,0.0,0.6,gaming,1
26035,6.0,52.0,4.0,intermediate,CSE,6.0,8.0,37.0,8.0,5.0,28.0,1.0,0.0,0.75,hackathon,0
26036,0.0,70.0,3.0,intermediate,CSE,7.0,0.0,39.0,4.0,0.0,11.0,1.0,0.0,1.0,singing,0
26037,2.0,51.0,2.0,intermediate,CSE,6.0,0.0,,3.0,5.0,5.0,0.0,0.0,1.0,sporting,1
26038,1.0,29.0,4.0,intermediate,CSE,5.0,7.0,23.0,20.0,6.0,22.0,0.0,0.0,0.75,hackathon,0
26039,2.0,54.0,4.0,beginner,MM,8.0,6.0,53.0,5.0,2.0,17.0,1.0,1.0,0.75,other,1
26040,2.0,29.0,4.0,beginner,ECE,8.0,8.0,55.0,0.0,9.0,13.0,1.0,1.0,0.5,contest,0
26041,0.0,74.0,1.0,beginner,ECM,0.0,5.0,71.0,19.0,4.0,25.0,0.0,0.0,1.0,singing,0
26042,,,4.0,expert,PIE,0.0,0.0,36.0,0.0,3.0,14.0,0.0,0.0,0.75,debate,0
26043,2.0,108.0,1.0,expert,ME,6.0,6.0,50.0,53.0,5.0,8.0,1.0,0.0,0.0,hackathon,1
26044,1.0,44.0,4.0,beginner,CE,0.0,0.0,64.0,12.0,7.0,22.0,1.0,0.0,0.0,gaming,0
26045,0.0,41.0,2.0,intermediate,CSE,0.0,8.0,63.0,19.0,5.0,1.0,0.0,0.0,0.0,contest,0
26046,0.0,59.0,1.0,beginner,ECE,6.0,0.0,67.0,17.0,9.0,29.0,0.0,0.0,0.0,sporting,1
26047,0.0,46.0,3.0,beginner,MM,0.0,8.0,55.0,0.0,8.0,1.0,1.0,0.0,1.0,hackathon,0
26048,0.0,58.0,3.0,beginner,MM,8.0,0.0,80.0,11.0,0.0,6.0,0.0,0.0,0.67,contest,0
26049,0.0,71.0,3.0,beginner,ME,8.0,0.0,69.0,16.0,0.0,25.0,0.0,0.0,0.0,dance,0
26050,0.0,33.0,4.0,intermediate,MM,0.0,,79.0,10.0,10.0,,0.0,0.0,0.5,fun,0
26051,2.0,37.0,3.0,beginner,ECM,0.0,7.0,26.0,20.0,9.0,3.0,0.0,0.0,0.0,sporting,1
26052,3.0,52.0,,beginner,ECM,8.0,8.0,19.0,18.0,10.0,19.0,1.0,0.0,0.0,hackathon,0
26053,2.0,49.0,2.0,intermediate,MM,5.0,8.0,27.0,0.0,3.0,21.0,1.0,0.0,1.0,hackathon,0
26054,0.0,67.0,2.0,beginner,ECE,0.0,0.0,29.0,14.0,1.0,6.0,1.0,1.0,0.0,sporting,1
26055,5.0,82.0,3.0,intermediate,ECE,0.0,6.0,51.0,3.0,3.0,30.0,1.0,0.0,0.67,contest,0
26056,4.0,16.0,1.0,expert,CSE,7.0,7.0,83.0,1.0,2.0,21.0,0.0,0.0,0.0,hackathon,0
26057,0.0,48.0,5.0,expert,PIE,7.0,6.0,81.0,5.0,7.0,28.0,0.0,0.0,0.0,other,1
26058,0.0,28.0,5.0,intermediate,ECE,5.0,7.0,42.0,3.0,1.0,5.0,0.0,0.0,0.2,hackathon,0
26059,1.0,72.0,2.0,intermediate,ECE,6.0,0.0,25.0,12.0,0.0,0.0,0.0,0.0,0.5,contest,0
26060,0.0,53.0,2.0,beginner,ME,7.0,5.0,53.0,6.0,7.0,28.0,1.0,0.0,1.0,singing,0
26061,2.0,73.0,1.0,expert,ECE,5.0,6.0,44.0,8.0,5.0,1.0,0.0,0.0,1.0,gaming,1
26062,5.0,34.0,3.0,expert,ECE,0.0,7.0,80.0,13.0,10.0,18.0,0.0,0.0,0.33,contest,1
26063,2.0,23.0,4.0,intermediate,ME,5.0,0.0,44.0,20.0,4.0,10.0,1.0,1.0,0.75,contest,0
26064,3.0,75.0,5.0,expert,ME,7.0,0.0,45.0,5.0,0.0,22.0,0.0,0.0,0.4,singing,0
26065,0.0,21.0,4.0,intermediate,ECE,6.0,0.0,5.0,10.0,,28.0,1.0,0.0,1.0,contest,1
26066,3.0,44.0,,beginner,CSE,0.0,0.0,75.0,,2.0,4.0,1.0,1.0,0.0,hackathon,0
26067,9.0,40.0,2.0,beginner,ECM,5.0,7.0,47.0,62.0,6.0,5.0,1.0,0.0,0.5,gaming,0
26068,,,2.0,beginner,ECM,14.0,8.0,39.0,2.0,2.0,29.0,0.0,0.0,1.0,gaming,0
26069,2.0,58.0,3.0,expert,ME,7.0,0.0,45.0,7.0,8.0,25.0,1.0,0.0,0.33,gaming,0
26070,9.0,36.0,4.0,beginner,ECE,15.0,0.0,90.0,10.0,5.0,28.0,1.0,1.0,0.5,hackathon,1
26071,0.0,43.0,1.0,expert,ECE,0.0,8.0,21.0,11.0,7.0,2.0,0.0,0.0,1.0,hackathon,0
26072,0.0,43.0,1.0,intermediate,ME,5.0,7.0,39.0,20.0,7.0,2.0,1.0,1.0,0.0,gaming,0
26073,2.0,38.0,4.0,beginner,ECE,8.0,7.0,45.0,81.0,1.0,25.0,0.0,0.0,0.75,hackathon,0
26074,0.0,81.0,4.0,beginner,ME,6.0,5.0,11.0,18.0,1.0,7.0,0.0,0.0,0.25,fun,0
26075,0.0,54.0,1.0,intermediate,ME,0.0,0.0,32.0,18.0,3.0,28.0,1.0,,0.0,sporting,0
26076,0.0,75.0,5.0,beginner,MM,5.0,5.0,11.0,13.0,1.0,22.0,1.0,0.0,0.6,other,0
26077,2.0,58.0,4.0,intermediate,PIE,7.0,5.0,54.0,5.0,8.0,26.0,1.0,1.0,0.25,singing,0
26078,1.0,48.0,1.0,intermediate,ECM,6.0,5.0,16.0,,8.0,14.0,1.0,0.0,0.0,gaming,0
26079,1.0,62.0,3.0,expert,ECE,8.0,0.0,19.0,9.0,5.0,9.0,1.0,1.0,1.0,gaming,0
26080,3.0,40.0,1.0,beginner,ME,5.0,0.0,62.0,15.0,0.0,27.0,1.0,1.0,1.0,contest,0
26081,2.0,31.0,5.0,beginner,PIE,0.0,7.0,84.0,9.0,8.0,17.0,0.0,0.0,0.6,hackathon,1
26082,5.0,59.0,4.0,expert,ECE,0.0,0.0,83.0,,7.0,9.0,0.0,0.0,0.5,sporting,1
26083,0.0,77.0,3.0,expert,EE,7.0,5.0,53.0,11.0,2.0,16.0,0.0,0.0,0.67,gaming,0
26084,1.0,55.0,2.0,beginner,ECM,0.0,7.0,78.0,20.0,5.0,26.0,1.0,1.0,0.0,sporting,1
26085,0.0,34.0,5.0,beginner,CSE,6.0,6.0,51.0,11.0,5.0,11.0,0.0,0.0,0.6,other,1
26086,0.0,30.0,1.0,intermediate,ECE,6.0,0.0,44.0,2.0,3.0,20.0,0.0,0.0,1.0,contest,0
26087,6.0,65.0,1.0,beginner,CSE,5.0,0.0,59.0,8.0,7.0,6.0,0.0,0.0,0.0,hackathon,0
26088,0.0,64.0,2.0,expert,ME,0.0,0.0,79.0,17.0,9.0,20.0,0.0,0.0,0.5,contest,1
26089,0.0,70.0,4.0,intermediate,CSE,8.0,5.0,79.0,4.0,9.0,11.0,0.0,0.0,1.0,hackathon,1
26090,1.0,25.0,5.0,beginner,ECM,6.0,7.0,27.0,10.0,7.0,21.0,0.0,0.0,0.0,fun,1
26091,0.0,54.0,3.0,beginner,EE,0.0,6.0,19.0,3.0,3.0,8.0,1.0,0.0,0.0,hackathon,0
26092,1.0,14.0,5.0,beginner,CE,6.0,7.0,25.0,10.0,1.0,24.0,1.0,0.0,1.0,hackathon,0
26093,1.0,58.0,5.0,beginner,ECM,5.0,0.0,77.0,9.0,2.0,16.0,1.0,1.0,1.0,sporting,1
26094,1.0,62.0,4.0,beginner,ECE,0.0,5.0,75.0,,5.0,14.0,1.0,1.0,0.0,other,1
26095,20.0,28.0,2.0,beginner,CSE,6.0,0.0,63.0,2.0,3.0,5.0,1.0,0.0,1.0,fun,0
26096,0.0,37.0,5.0,expert,CSE,7.0,0.0,62.0,14.0,7.0,16.0,0.0,,1.0,sporting,0
26097,1.0,36.0,2.0,beginner,ME,8.0,0.0,50.0,5.0,0.0,29.0,1.0,0.0,0.5,dance,0
26098,0.0,22.0,5.0,intermediate,ME,0.0,6.0,82.0,17.0,9.0,29.0,1.0,1.0,0.4,hackathon,1
26099,2.0,39.0,1.0,intermediate,MM,7.0,7.0,36.0,4.0,1.0,8.0,1.0,1.0,0.0,hackathon,0
26100,0.0,49.0,5.0,intermediate,MM,6.0,0.0,62.0,14.0,9.0,24.0,0.0,0.0,0.0,hackathon,0
26101,3.0,47.0,3.0,beginner,ECE,0.0,8.0,55.0,13.0,4.0,21.0,0.0,0.0,0.0,contest,0
26102,1.0,54.0,,beginner,CE,8.0,0.0,84.0,0.0,6.0,7.0,1.0,0.0,1.0,singing,0
26103,2.0,27.0,1.0,intermediate,ME,7.0,8.0,89.0,1.0,4.0,0.0,0.0,0.0,0.0,debate,0
26104,3.0,46.0,4.0,beginner,CSE,6.0,0.0,81.0,3.0,1.0,11.0,1.0,1.0,0.25,sporting,0
26105,0.0,37.0,2.0,intermediate,ME,18.0,5.0,90.0,17.0,1.0,7.0,1.0,0.0,0.0,contest,1
26106,2.0,53.0,3.0,beginner,CSE,0.0,8.0,17.0,0.0,6.0,23.0,0.0,0.0,0.33,contest,0
26107,3.0,35.0,3.0,beginner,CE,6.0,5.0,62.0,12.0,9.0,7.0,1.0,1.0,1.0,gaming,0
26108,0.0,55.0,2.0,beginner,ECM,8.0,7.0,45.0,2.0,7.0,13.0,1.0,0.0,1.0,gaming,0
26109,,,5.0,expert,CSE,0.0,0.0,56.0,,1.0,2.0,1.0,0.0,0.6,hackathon,1
26110,0.0,62.0,4.0,beginner,MM,0.0,6.0,73.0,16.0,4.0,17.0,0.0,0.0,0.0,hackathon,1
26111,8.0,66.0,3.0,beginner,EE,6.0,7.0,68.0,20.0,4.0,29.0,0.0,0.0,1.0,debate,1
26112,0.0,32.0,4.0,beginner,CSE,7.0,0.0,65.0,16.0,4.0,23.0,0.0,0.0,0.5,hackathon,1
26113,6.0,33.0,2.0,intermediate,ECM,7.0,6.0,75.0,19.0,3.0,24.0,0.0,0.0,1.0,fun,0
26114,0.0,64.0,3.0,beginner,ME,0.0,5.0,,14.0,2.0,15.0,0.0,0.0,0.67,singing,1
26115,3.0,36.0,1.0,intermediate,ECM,0.0,0.0,83.0,18.0,2.0,1.0,1.0,0.0,0.0,gaming,0
26116,1.0,64.0,1.0,expert,CE,0.0,0.0,39.0,13.0,4.0,26.0,1.0,1.0,1.0,fun,0
26117,5.0,99.0,2.0,expert,ME,18.0,6.0,59.0,20.0,4.0,17.0,1.0,1.0,0.0,hackathon,1
26118,0.0,40.0,2.0,intermediate,ECE,8.0,0.0,84.0,19.0,,5.0,1.0,1.0,0.5,hackathon,1
26119,2.0,86.0,4.0,intermediate,ECM,8.0,8.0,20.0,12.0,0.0,26.0,1.0,1.0,1.0,hackathon,0
26120,0.0,84.0,5.0,intermediate,ME,8.0,0.0,77.0,7.0,7.0,18.0,0.0,0.0,0.6,contest,1
26121,1.0,49.0,4.0,beginner,ECE,6.0,6.0,85.0,11.0,8.0,22.0,1.0,1.0,0.25,hackathon,0
26122,2.0,53.0,2.0,beginner,CSE,0.0,0.0,61.0,2.0,9.0,,1.0,1.0,0.5,fun,0
26123,3.0,56.0,3.0,beginner,PIE,0.0,0.0,78.0,6.0,6.0,26.0,1.0,0.0,1.0,gaming,1
26124,0.0,58.0,5.0,beginner,CE,0.0,7.0,31.0,19.0,1.0,1.0,1.0,0.0,0.4,hackathon,0
26125,1.0,45.0,4.0,beginner,ME,7.0,8.0,62.0,9.0,2.0,16.0,0.0,0.0,0.25,debate,0
26126,1.0,58.0,1.0,intermediate,MM,5.0,7.0,56.0,0.0,2.0,24.0,1.0,1.0,1.0,sporting,0
26127,1.0,49.0,2.0,beginner,EE,8.0,8.0,49.0,15.0,4.0,29.0,0.0,0.0,0.0,hackathon,0
26128,0.0,37.0,1.0,intermediate,EE,8.0,6.0,96.0,19.0,7.0,30.0,1.0,0.0,0.0,contest,0
26129,2.0,76.0,3.0,expert,ME,0.0,6.0,51.0,5.0,7.0,11.0,1.0,1.0,1.0,hackathon,1
26130,0.0,57.0,1.0,expert,EE,0.0,5.0,46.0,16.0,1.0,19.0,0.0,0.0,0.0,hackathon,0
26131,0.0,47.0,5.0,beginner,ECE,16.0,0.0,38.0,,0.0,30.0,1.0,1.0,0.0,hackathon,0
26132,3.0,74.0,1.0,beginner,EE,0.0,0.0,47.0,0.0,10.0,28.0,0.0,0.0,1.0,sporting,0
26133,1.0,11.0,2.0,intermediate,PIE,8.0,0.0,89.0,12.0,2.0,24.0,1.0,0.0,1.0,contest,0
26134,2.0,63.0,5.0,expert,CSE,7.0,0.0,64.0,5.0,2.0,7.0,0.0,0.0,0.2,contest,1
26135,2.0,35.0,5.0,beginner,CSE,0.0,0.0,4.0,5.0,1.0,21.0,1.0,1.0,0.4,other,0
26136,2.0,9.0,2.0,expert,CSE,6.0,0.0,31.0,10.0,6.0,12.0,0.0,0.0,1.0,gaming,0
26137,1.0,13.0,1.0,intermediate,ECM,8.0,8.0,60.0,0.0,10.0,26.0,0.0,0.0,1.0,hackathon,0
26138,3.0,38.0,2.0,beginner,ECM,7.0,0.0,53.0,0.0,0.0,1.0,0.0,0.0,1.0,hackathon,0
26139,0.0,43.0,4.0,intermediate,EE,7.0,0.0,,17.0,10.0,1.0,0.0,0.0,0.5,hackathon,0
26140,0.0,56.0,5.0,beginner,ECM,8.0,0.0,41.0,,7.0,29.0,1.0,1.0,0.6,dance,0
26141,3.0,36.0,2.0,intermediate,CSE,0.0,8.0,93.0,19.0,1.0,17.0,0.0,0.0,0.0,gaming,1
26142,1.0,34.0,1.0,beginner,ECM,0.0,6.0,56.0,8.0,0.0,22.0,1.0,0.0,0.0,hackathon,1
26143,,,5.0,beginner,ECM,5.0,0.0,57.0,6.0,0.0,6.0,0.0,0.0,1.0,contest,0
26144,0.0,63.0,3.0,beginner,MM,,0.0,58.0,11.0,8.0,14.0,0.0,0.0,0.0,fun,0
26145,5.0,100.0,3.0,beginner,PIE,0.0,7.0,71.0,0.0,0.0,5.0,0.0,0.0,0.0,contest,1
26146,5.0,34.0,5.0,beginner,CSE,8.0,0.0,22.0,7.0,7.0,10.0,1.0,1.0,0.4,hackathon,1
26147,0.0,40.0,2.0,intermediate,EE,0.0,0.0,57.0,2.0,6.0,26.0,0.0,0.0,1.0,hackathon,0
26148,1.0,23.0,2.0,beginner,MM,7.0,0.0,29.0,3.0,0.0,17.0,0.0,0.0,0.5,gaming,0
26149,1.0,17.0,3.0,beginner,EE,8.0,6.0,67.0,16.0,10.0,12.0,1.0,1.0,0.33,hackathon,0
26150,3.0,64.0,2.0,intermediate,CSE,7.0,0.0,15.0,11.0,7.0,8.0,0.0,0.0,0.0,hackathon,0
26151,0.0,57.0,4.0,beginner,ME,16.0,8.0,40.0,7.0,6.0,9.0,1.0,0.0,0.75,hackathon,0
26152,4.0,85.0,1.0,beginner,MM,7.0,7.0,86.0,6.0,5.0,21.0,1.0,0.0,1.0,other,0
26153,6.0,59.0,5.0,beginner,PIE,7.0,0.0,57.0,14.0,3.0,10.0,1.0,1.0,0.4,gaming,0
26154,0.0,49.0,3.0,expert,ME,5.0,8.0,49.0,18.0,0.0,1.0,0.0,0.0,0.0,contest,0
26155,10.0,38.0,1.0,beginner,CSE,7.0,6.0,73.0,13.0,10.0,5.0,0.0,0.0,0.0,contest,0
26156,3.0,31.0,1.0,intermediate,EE,5.0,5.0,72.0,3.0,4.0,7.0,0.0,0.0,1.0,dance,0
26157,1.0,61.0,3.0,beginner,ME,7.0,0.0,79.0,17.0,0.0,28.0,0.0,0.0,1.0,hackathon,1
26158,1.0,91.0,1.0,expert,MM,6.0,6.0,58.0,12.0,,12.0,0.0,0.0,0.0,contest,0
26159,0.0,30.0,3.0,beginner,PIE,7.0,8.0,63.0,14.0,8.0,29.0,1.0,1.0,0.33,hackathon,0
26160,1.0,25.0,,expert,CSE,8.0,7.0,38.0,7.0,5.0,24.0,0.0,0.0,0.4,contest,0
26161,5.0,43.0,5.0,beginner,ECE,8.0,8.0,80.0,0.0,7.0,7.0,0.0,0.0,0.6,sporting,0
26162,1.0,44.0,2.0,expert,ECE,0.0,5.0,92.0,18.0,10.0,3.0,1.0,0.0,0.5,singing,1
26163,0.0,44.0,5.0,beginner,CSE,6.0,6.0,39.0,4.0,2.0,1.0,1.0,0.0,0.2,contest,0
26164,0.0,79.0,4.0,beginner,ECM,6.0,5.0,60.0,20.0,5.0,24.0,0.0,0.0,0.0,contest,1
26165,9.0,108.0,1.0,expert,EE,6.0,0.0,64.0,18.0,9.0,16.0,0.0,0.0,1.0,contest,1
26166,2.0,51.0,5.0,beginner,ME,6.0,6.0,23.0,13.0,7.0,18.0,0.0,0.0,0.6,gaming,0
26167,3.0,53.0,4.0,expert,CSE,7.0,8.0,48.0,17.0,0.0,30.0,1.0,1.0,0.75,other,0
26168,20.0,22.0,4.0,beginner,CE,7.0,0.0,22.0,11.0,5.0,24.0,1.0,0.0,1.0,gaming,0
26169,0.0,44.0,1.0,intermediate,CSE,8.0,5.0,45.0,13.0,8.0,15.0,1.0,0.0,1.0,gaming,0
26170,1.0,42.0,3.0,expert,CSE,0.0,0.0,17.0,17.0,6.0,1.0,0.0,0.0,0.67,hackathon,1
26171,1.0,28.0,1.0,beginner,ECM,15.0,8.0,71.0,9.0,4.0,13.0,1.0,1.0,1.0,sporting,0
26172,0.0,16.0,4.0,beginner,CSE,6.0,0.0,45.0,19.0,5.0,0.0,0.0,0.0,0.25,gaming,0
26173,0.0,42.0,4.0,intermediate,ECE,0.0,0.0,36.0,17.0,7.0,26.0,0.0,0.0,0.25,contest,0
26174,2.0,27.0,3.0,intermediate,CSE,7.0,5.0,73.0,0.0,4.0,15.0,1.0,1.0,1.0,hackathon,0
26175,0.0,45.0,1.0,beginner,CSE,6.0,6.0,31.0,16.0,6.0,29.0,1.0,0.0,1.0,contest,0
26176,1.0,63.0,3.0,beginner,ECM,8.0,5.0,56.0,3.0,4.0,5.0,0.0,0.0,1.0,fun,0
26177,0.0,38.0,4.0,beginner,PIE,0.0,0.0,88.0,4.0,1.0,27.0,0.0,0.0,0.0,singing,1
26178,,,5.0,beginner,ME,0.0,0.0,87.0,15.0,1.0,13.0,1.0,0.0,0.2,hackathon,1
26179,0.0,52.0,5.0,expert,ME,8.0,6.0,33.0,10.0,1.0,18.0,0.0,0.0,1.0,contest,0
26180,0.0,33.0,1.0,beginner,MM,7.0,6.0,84.0,12.0,10.0,18.0,0.0,0.0,0.0,contest,0
26181,0.0,63.0,4.0,intermediate,MM,5.0,8.0,39.0,10.0,7.0,16.0,1.0,1.0,1.0,hackathon,0
26182,3.0,42.0,4.0,beginner,CSE,0.0,0.0,74.0,3.0,1.0,2.0,0.0,0.0,0.75,fun,1
26183,2.0,35.0,2.0,beginner,CSE,6.0,5.0,13.0,7.0,2.0,6.0,1.0,0.0,0.5,contest,0
26184,1.0,70.0,3.0,expert,ME,0.0,8.0,63.0,8.0,5.0,,0.0,0.0,0.67,gaming,0
26185,0.0,2.0,,intermediate,CSE,8.0,6.0,52.0,20.0,6.0,20.0,0.0,0.0,0.0,hackathon,0
26186,4.0,48.0,,beginner,ECE,0.0,8.0,37.0,11.0,2.0,23.0,0.0,0.0,0.0,debate,0
26187,0.0,41.0,5.0,expert,CE,6.0,8.0,4.0,10.0,3.0,15.0,1.0,0.0,0.2,other,0
26188,0.0,68.0,5.0,expert,MM,5.0,7.0,26.0,13.0,10.0,,1.0,,0.4,other,0
26189,2.0,47.0,5.0,beginner,CE,7.0,6.0,24.0,12.0,5.0,29.0,1.0,0.0,0.8,singing,0
26190,1.0,28.0,3.0,beginner,ECE,7.0,0.0,58.0,17.0,8.0,20.0,0.0,0.0,1.0,other,0
26191,0.0,38.0,1.0,expert,ME,6.0,5.0,45.0,5.0,0.0,10.0,1.0,0.0,0.0,gaming,0
26192,0.0,28.0,5.0,beginner,CSE,6.0,0.0,41.0,1.0,8.0,17.0,1.0,1.0,1.0,hackathon,0
26193,2.0,53.0,1.0,intermediate,CSE,8.0,0.0,11.0,0.0,0.0,18.0,1.0,1.0,1.0,hackathon,1
26194,2.0,31.0,4.0,beginner,ECE,8.0,0.0,56.0,16.0,2.0,15.0,1.0,1.0,0.25,hackathon,0
26195,2.0,45.0,1.0,expert,ECE,0.0,0.0,61.0,0.0,0.0,7.0,0.0,0.0,0.0,hackathon,0
26196,0.0,111.0,1.0,beginner,ECE,0.0,6.0,2.0,20.0,2.0,13.0,1.0,1.0,0.0,singing,0
26197,0.0,47.0,,beginner,MM,7.0,,49.0,12.0,0.0,9.0,1.0,1.0,0.4,gaming,0
26198,,,1.0,intermediate,CE,0.0,5.0,25.0,6.0,4.0,13.0,0.0,0.0,1.0,dance,1
26199,5.0,72.0,3.0,intermediate,ECE,6.0,8.0,90.0,1.0,10.0,25.0,1.0,1.0,0.0,fun,1
26200,1.0,21.0,5.0,intermediate,CSE,5.0,6.0,42.0,16.0,8.0,5.0,1.0,0.0,1.0,hackathon,0
26201,3.0,45.0,5.0,beginner,EE,7.0,8.0,55.0,90.0,2.0,22.0,0.0,0.0,0.2,hackathon,0
26202,0.0,23.0,1.0,beginner,ME,7.0,0.0,34.0,14.0,3.0,11.0,1.0,,1.0,hackathon,0
26203,,,5.0,expert,ME,0.0,6.0,62.0,20.0,6.0,23.0,1.0,1.0,0.0,gaming,1
26204,4.0,35.0,5.0,beginner,ECM,0.0,5.0,77.0,8.0,3.0,12.0,1.0,1.0,0.6,hackathon,1
26205,0.0,69.0,5.0,beginner,ECM,0.0,8.0,32.0,17.0,1.0,9.0,1.0,1.0,0.2,contest,0
26206,0.0,82.0,,beginner,ECM,0.0,5.0,43.0,8.0,2.0,11.0,1.0,1.0,0.33,other,0
26207,0.0,70.0,4.0,intermediate,ME,0.0,0.0,56.0,11.0,10.0,10.0,0.0,,0.5,hackathon,1
26208,0.0,69.0,3.0,beginner,PIE,0.0,7.0,83.0,12.0,9.0,25.0,0.0,0.0,1.0,hackathon,1
26209,0.0,11.0,5.0,expert,PIE,0.0,6.0,25.0,,7.0,24.0,1.0,0.0,0.6,contest,0
26210,,,1.0,intermediate,ME,8.0,0.0,46.0,19.0,7.0,1.0,1.0,1.0,0.0,contest,0
26211,2.0,41.0,3.0,intermediate,MM,5.0,0.0,34.0,17.0,7.0,22.0,1.0,0.0,0.67,hackathon,0
26212,0.0,48.0,5.0,beginner,CE,7.0,6.0,32.0,14.0,9.0,8.0,1.0,0.0,1.0,contest,0
26213,0.0,21.0,2.0,intermediate,ECM,8.0,0.0,71.0,12.0,6.0,9.0,0.0,0.0,0.5,contest,0
26214,2.0,56.0,5.0,beginner,ECE,6.0,0.0,86.0,1.0,3.0,23.0,1.0,0.0,0.8,gaming,1
26215,0.0,75.0,5.0,intermediate,ECE,,0.0,38.0,9.0,2.0,18.0,1.0,1.0,0.6,gaming,0
26216,5.0,57.0,3.0,beginner,EE,7.0,5.0,56.0,1.0,5.0,2.0,1.0,0.0,0.67,sporting,0
26217,5.0,43.0,2.0,beginner,EE,6.0,5.0,53.0,13.0,4.0,7.0,0.0,0.0,0.5,contest,0
26218,0.0,72.0,5.0,intermediate,CE,7.0,6.0,81.0,5.0,5.0,25.0,0.0,0.0,0.2,contest,1
26219,3.0,24.0,1.0,beginner,PIE,8.0,0.0,27.0,1.0,3.0,24.0,0.0,0.0,0.0,hackathon,0
26220,2.0,60.0,2.0,intermediate,MM,8.0,8.0,21.0,6.0,6.0,2.0,1.0,0.0,0.5,hackathon,0
26221,1.0,47.0,4.0,expert,ECE,0.0,7.0,66.0,4.0,0.0,8.0,0.0,0.0,1.0,fun,0
26222,2.0,89.0,4.0,intermediate,EE,7.0,6.0,34.0,1.0,5.0,1.0,0.0,0.0,1.0,contest,1
26223,2.0,46.0,4.0,expert,EE,7.0,5.0,26.0,8.0,2.0,0.0,0.0,0.0,0.5,contest,1
26224,4.0,38.0,1.0,expert,ECE,7.0,8.0,75.0,19.0,9.0,12.0,0.0,0.0,1.0,sporting,0
26225,2.0,51.0,2.0,beginner,CSE,0.0,7.0,55.0,12.0,0.0,25.0,0.0,0.0,0.0,singing,0
26226,3.0,46.0,3.0,expert,ECE,8.0,5.0,79.0,16.0,4.0,5.0,0.0,0.0,0.33,hackathon,0
26227,1.0,51.0,5.0,beginner,ME,7.0,0.0,45.0,7.0,1.0,22.0,1.0,0.0,0.2,hackathon,0
26228,0.0,52.0,2.0,beginner,ECM,7.0,8.0,37.0,2.0,10.0,19.0,0.0,0.0,0.5,singing,0
26229,1.0,54.0,3.0,beginner,CSE,,7.0,86.0,8.0,4.0,19.0,0.0,0.0,0.67,hackathon,1
26230,3.0,77.0,5.0,beginner,ECE,0.0,7.0,49.0,8.0,9.0,15.0,1.0,1.0,0.2,hackathon,1
26231,2.0,68.0,4.0,intermediate,ECM,0.0,,46.0,9.0,1.0,7.0,0.0,0.0,0.5,contest,0
26232,1.0,37.0,1.0,expert,EE,8.0,0.0,7.0,11.0,5.0,1.0,1.0,1.0,1.0,hackathon,0
26233,0.0,31.0,5.0,beginner,EE,8.0,6.0,73.0,16.0,10.0,29.0,1.0,0.0,0.4,sporting,0
26234,0.0,18.0,1.0,beginner,ME,5.0,8.0,12.0,17.0,5.0,28.0,1.0,0.0,0.0,other,0
26235,1.0,49.0,2.0,intermediate,CSE,7.0,6.0,59.0,,10.0,7.0,0.0,0.0,1.0,contest,0
26236,0.0,34.0,3.0,beginner,ECM,6.0,7.0,57.0,15.0,7.0,15.0,1.0,1.0,0.67,other,0
26237,4.0,39.0,4.0,expert,ECE,6.0,6.0,78.0,8.0,5.0,12.0,0.0,0.0,0.75,hackathon,1
26238,,,1.0,expert,EE,8.0,6.0,65.0,11.0,3.0,0.0,0.0,0.0,0.0,hackathon,0
26239,4.0,25.0,4.0,intermediate,CSE,6.0,7.0,56.0,17.0,1.0,22.0,0.0,0.0,0.75,other,0
26240,0.0,21.0,2.0,beginner,CE,6.0,7.0,35.0,16.0,6.0,14.0,0.0,0.0,1.0,hackathon,0
26241,0.0,67.0,3.0,beginner,EE,0.0,7.0,48.0,17.0,7.0,12.0,0.0,0.0,1.0,gaming,0
26242,1.0,58.0,5.0,beginner,MM,5.0,0.0,79.0,15.0,3.0,14.0,0.0,0.0,0.4,hackathon,1
26243,2.0,55.0,1.0,intermediate,ECM,7.0,6.0,71.0,14.0,0.0,15.0,1.0,0.0,0.0,gaming,0
26244,3.0,11.0,5.0,beginner,MM,6.0,6.0,82.0,19.0,6.0,4.0,1.0,1.0,0.0,gaming,0
